517,505,0
517,516,0
518,505,0
514,502,0
516,504,0
519,507,0
519,503,0
516,507,0
517,508,0
520,496,0
515,502,0
518,510,0
515,506,0
512,521,0
516,505,0
516,502,0
516,509,0
514,495,0
511,503,0
519,504,0
511,495,0
521,507,0
517,509,0
517,506,0
520,508,0
517,505,0
517,506,0
512,498,0
518,504,0
516,504,0
519,501,0
518,507,0
508,497,0
519,503,0
510,514,0
517,498,0
517,506,0
519,494,0
516,495,0
511,507,0
517,503,0
510,504,0
516,506,0
518,509,0
516,503,0
518,507,0
519,503,0
517,502,0
514,507,0
516,504,0
510,503,0
518,502,0
517,507,0
520,509,0
517,508,0
518,507,0
515,506,0
519,491,0
507,506,0
513,516,0
514,508,0
516,502,0
514,504,0
517,507,0
508,500,0
518,507,0
516,503,0
517,497,0
513,509,0
519,502,0
516,516,0
517,497,0
517,503,0
514,497,0
517,504,0
515,506,0
516,500,0
516,505,0
517,508,0
518,498,0
517,506,0
509,510,0
522,502,0
513,500,0
519,503,0
518,512,0
509,507,0
519,500,0
517,506,0
511,506,0
505,508,0
517,498,0
518,504,0
516,503,0
517,510,0
510,499,0
516,505,0
516,503,0
511,498,0
517,509,0
516,506,0
511,509,0
518,505,0
512,497,0
521,497,0
516,504,0
519,504,0
514,499,0
524,508,0
518,504,0
520,497,0
508,506,0
509,509,0
516,509,0
518,509,0
504,506,0
516,503,0
516,505,0
507,507,0
530,497,0
510,512,0
519,505,0
511,506,0
519,505,0
512,490,0
514,513,0
513,503,0
515,504,0
515,506,0
517,502,0
511,507,0
517,503,0
514,505,0
513,507,0
510,497,0
513,500,0
516,504,0
515,500,0
517,502,0
506,494,0
515,509,0
515,500,0
518,501,0
518,498,0
519,505,0
520,500,0
515,503,0
521,503,0
520,498,0
514,505,0
514,503,0
516,507,0
516,506,0
517,508,0
516,503,0
515,500,0
518,515,0
516,499,0
515,502,0
519,510,0
511,502,0
515,507,0
518,501,0
515,504,0
518,505,0
519,504,0
529,499,0
519,503,0
514,507,0
517,509,0
516,506,0
518,497,0
514,499,0
519,508,0
515,510,0
516,502,0
519,505,0
519,503,0
515,497,0
518,499,0
518,499,0
516,506,0
512,510,0
517,515,0
511,505,0
517,505,0
520,506,0
514,504,0
516,505,0
514,497,0
515,503,0
518,499,0
516,505,0
511,504,0
520,503,0
515,497,0
523,502,0
516,494,0
525,499,0
513,496,0
518,500,0
517,504,0
514,499,0
514,505,0
507,506,0
511,503,0
512,507,0
505,501,0
515,494,0
517,500,0
517,505,0
517,507,0
515,501,0
515,504,0
513,496,0
519,507,0
517,505,0
512,496,0
516,506,0
517,502,0
517,507,0
518,504,0
517,501,0
520,497,0
513,498,0
518,505,0
516,508,0
515,498,0
517,507,0
524,504,0
516,504,0
513,507,0
511,500,0
515,504,0
514,506,0
519,507,0
513,504,0
514,508,0
517,506,0
510,502,0
516,495,0
519,498,0
519,510,0
513,505,0
513,507,0
515,502,0
523,508,0
515,503,0
515,503,0
518,503,0
521,508,0
514,505,0
518,507,0
517,498,0
519,501,0
514,504,0
517,498,0
517,504,0
516,507,0
519,498,0
521,499,0
511,515,0
516,502,0
518,490,0
514,505,0
518,522,0
515,508,0
513,496,0
517,504,0
517,498,0
515,504,0
516,506,0
515,494,0
518,509,0
515,499,0
520,498,0
516,508,0
513,509,0
515,501,0
516,513,0
512,504,0
511,503,0
518,507,0
519,504,0
516,508,0
517,503,0
510,500,0
520,503,0
518,501,0
525,498,0
511,493,0
514,505,0
516,502,0
517,502,0
519,509,0
518,508,0
511,522,0
515,509,0
517,498,0
514,507,0
516,497,0
517,499,0
513,504,0
516,507,0
519,499,0
516,507,0
512,504,0
515,498,0
513,508,0
517,505,0
515,502,0
516,507,0
516,505,0
517,504,0
511,508,0
516,496,0
515,510,0
518,513,0
516,507,0
515,502,0
517,495,0
517,510,0
517,503,0
520,496,0
518,504,0
514,507,0
517,508,0
517,510,0
513,504,0
513,500,0
512,505,0
516,509,0
511,507,0
511,495,0
515,509,0
518,509,0
518,499,0
516,506,0
515,490,0
516,506,0
509,495,0
515,499,0
523,501,0
519,516,0
518,503,0
519,504,0
516,497,0
514,503,0
515,498,0
516,502,0
517,497,0
519,503,0
516,505,0
518,505,0
517,504,0
517,498,0
519,502,0
516,506,0
518,501,0
516,504,0
523,497,0
517,500,0
514,498,0
515,507,0
520,502,0
519,506,0
520,507,0
519,506,0
513,502,0
514,503,0
516,508,0
516,499,0
518,503,0
514,503,0
517,516,0
517,505,0
519,506,0
509,496,0
520,506,0
517,503,0
515,507,0
512,498,0
516,505,0
516,504,0
517,502,0
519,508,0
510,499,0
511,498,0
515,510,0
518,506,0
516,500,0
518,501,0
517,503,0
512,503,0
527,507,0
516,494,0
519,502,0
520,504,0
515,514,0
516,504,0
517,507,0
514,505,0
519,497,0
517,498,0
512,500,0
512,504,0
515,499,0
519,506,0
513,519,0
518,511,0
513,509,0
516,506,0
510,507,0
516,518,0
508,505,0
511,499,0
510,499,0
516,496,0
519,502,0
514,499,0
512,502,0
512,503,0
517,508,0
513,502,0
513,507,0
512,502,0
513,508,0
519,504,0
516,495,0
513,505,0
519,499,0
519,512,0
513,504,0
510,503,0
510,496,0
515,510,0
519,505,0
519,497,0
517,507,0
516,504,0
518,496,0
516,508,0
520,510,0
512,505,0
516,507,0
511,508,0
508,505,0
516,503,0
516,508,0
517,504,0
516,510,0
509,502,0
518,504,0
516,505,0
519,501,0
517,508,0
519,495,0
516,503,0
518,510,0
517,499,0
513,514,0
514,498,0
518,504,0
519,502,0
516,509,0
516,505,0
514,501,0
515,508,0
515,516,0
520,506,0
517,502,0
520,497,0
514,506,0
518,505,0
516,502,0
519,505,0
523,508,0
516,503,0
516,505,0
517,510,0
515,502,0
515,501,0
513,496,0
515,511,0
513,508,0
520,500,0
517,502,0
518,504,0
513,504,0
515,507,0
515,504,0
520,506,0
516,503,0
518,499,0
506,501,0
516,498,0
516,501,0
519,505,0
506,501,0
507,509,0
517,500,0
518,504,0
510,505,0
516,503,0
517,500,0
518,506,0
517,507,0
517,494,0
518,506,0
516,507,0
511,508,0
518,506,0
516,504,0
513,502,0
516,503,0
519,498,0
513,501,0
520,496,0
517,504,0
519,511,0
517,517,0
518,503,0
513,497,0
519,504,0
517,504,0
516,501,0
516,498,0
516,508,0
519,510,0
518,502,0
518,508,0
514,502,0
521,514,0
512,503,0
519,501,0
510,506,0
516,506,0
517,505,0
512,504,0
513,503,0
519,508,0
514,500,0
519,495,0
519,502,0
516,500,0
516,502,0
509,503,0
513,503,0
519,503,0
519,507,0
514,506,0
519,521,0
516,506,0
516,508,0
510,509,0
518,503,0
514,497,0
517,511,0
522,506,0
513,503,0
515,510,0
517,498,0
520,507,0
514,502,0
514,498,0
518,497,0
519,508,0
517,498,0
520,507,0
516,499,0
512,495,0
512,500,0
514,504,0
518,502,0
515,502,0
518,503,0
515,516,0
519,504,0
515,503,0
512,506,0
517,505,0
515,501,0
512,494,0
516,504,0
518,507,0
516,505,0
513,507,0
515,505,0
512,509,0
516,499,0
518,507,0
516,506,0
515,505,0
518,504,0
516,506,0
517,504,0
516,507,0
516,498,0
509,495,0
517,504,0
513,508,0
504,504,0
514,508,0
515,509,0
519,507,0
517,499,0
515,502,0
516,506,0
508,508,0
513,499,0
516,504,0
517,503,0
515,505,0
526,506,0
520,491,0
517,512,0
516,493,0
521,502,0
520,503,0
516,497,0
508,505,0
517,504,0
514,503,0
516,495,0
516,508,0
531,506,0
518,496,0
515,502,0
517,502,0
515,495,0
513,507,0
515,509,0
511,497,0
516,506,0
517,502,0
517,502,0
518,505,0
512,516,0
511,499,0
518,510,0
517,502,0
516,504,0
516,500,0
519,499,0
518,508,0
519,498,0
518,506,0
518,500,0
519,509,0
517,503,0
517,503,0
510,506,0
516,495,0
509,498,0
518,497,0
514,508,0
517,503,0
517,505,0
514,507,0
523,503,0
517,509,0
515,501,0
518,497,0
512,519,0
508,506,0
513,508,0
518,505,0
520,500,0
513,510,0
518,520,0
515,502,0
516,505,0
514,505,0
516,508,0
517,498,0
517,508,0
517,520,0
518,506,0
516,507,0
520,499,0
517,503,0
513,499,0
516,502,0
516,505,0
516,508,0
519,505,0
517,503,0
519,505,0
516,504,0
516,498,0
516,504,0
516,501,0
517,509,0
518,503,0
515,510,0
511,506,0
517,491,0
516,504,0
515,503,0
517,506,0
512,494,0
503,496,0
518,515,0
513,501,0
518,507,0
516,501,0
517,505,0
518,500,0
517,505,0
509,504,0
517,499,0
515,516,0
515,505,0
513,512,0
516,499,0
515,498,0
510,498,0
512,504,0
518,507,0
517,502,0
524,504,0
507,495,0
518,509,0
514,497,0
519,505,0
517,500,0
518,503,0
516,503,0
516,506,0
513,504,0
516,504,0
514,510,0
514,502,0
516,504,0
506,502,0
517,508,0
513,500,0
519,505,0
513,502,0
513,496,0
513,503,0
517,509,0
512,498,0
514,503,0
515,495,0
514,506,0
517,492,0
514,508,0
516,491,0
514,506,0
516,508,0
512,512,0
519,502,0
519,504,0
519,505,0
519,504,0
513,507,0
512,507,0
510,500,0
515,503,0
513,507,0
510,502,0
518,509,0
517,506,0
511,505,0
511,504,0
519,507,0
512,504,0
516,502,0
519,500,0
506,524,0
515,501,0
512,509,0
517,499,0
515,496,0
529,505,0
517,509,0
515,504,0
517,503,0
519,503,0
519,506,0
514,503,0
517,507,0
520,498,0
516,505,0
519,509,0
516,502,0
516,508,0
512,501,0
515,497,0
511,504,0
518,505,0
515,502,0
514,504,0
516,506,0
515,498,0
512,522,0
516,504,0
519,508,0
517,504,0
515,497,0
509,505,0
515,506,0
514,506,0
517,507,0
517,509,0
516,509,0
512,506,0
516,497,0
516,513,0
516,496,0
517,495,0
515,506,0
516,504,0
516,509,0
517,500,0
518,512,0
518,508,0
513,507,0
515,509,0
519,509,0
515,498,0
517,503,0
517,508,0
514,495,0
519,502,0
516,502,0
512,507,0
512,508,0
515,502,0
519,501,0
514,500,0
518,500,0
517,502,0
516,505,0
515,490,0
516,505,0
512,505,0
516,502,0
519,504,0
514,521,0
515,505,0
514,491,0
518,504,0
518,498,0
515,496,0
518,504,0
515,503,0
512,498,0
514,514,0
514,501,0
512,506,0
516,497,0
515,505,0
513,501,0
520,503,0
516,505,0
518,505,0
512,496,0
516,502,0
515,506,0
517,497,0
516,510,0
517,499,0
516,500,0
515,501,0
512,504,0
515,504,0
514,501,0
512,501,0
517,509,0
512,510,0
515,500,0
513,503,0
516,499,0
518,503,0
504,503,0
516,506,0
516,508,0
517,496,0
518,508,0
517,503,0
515,509,0
513,506,0
513,511,0
515,496,0
518,499,0
515,508,0
516,505,0
518,503,0
514,503,0
517,508,0
517,503,0
515,505,0
515,504,0
515,503,0
510,498,0
515,507,0
517,503,0
515,502,0
515,505,0
516,508,0
519,504,0
519,507,0
518,506,0
519,498,0
518,504,0
517,506,0
515,505,0
515,497,0
502,496,0
505,501,0
512,497,0
516,502,0
515,508,0
519,508,0
517,505,0
518,501,0
519,503,0
518,506,0
513,505,0
516,523,0
518,509,0
514,500,0
518,504,0
517,509,0
516,503,0
519,498,0
520,501,0
517,508,0
514,504,0
517,508,0
517,506,0
518,497,0
517,506,0
517,497,0
517,506,0
514,504,0
516,510,0
516,503,0
516,506,0
511,505,0
516,499,0
516,521,0
510,508,0
513,498,0
514,503,0
518,501,0
516,505,0
520,508,0
517,492,0
516,504,0
516,503,0
517,497,0
518,509,0
520,504,0
517,504,0
518,504,0
516,497,0
519,505,0
515,497,0
518,498,0
515,508,0
519,504,0
519,490,0
521,498,0
512,507,0
516,504,0
517,518,0
514,500,0
519,502,0
517,505,0
511,505,0
523,506,0
518,500,0
515,505,0
526,502,0
518,495,0
512,489,0
514,502,0
514,499,0
516,503,0
514,501,0
517,506,0
516,503,0
516,502,0
515,506,0
516,500,0
517,506,0
526,507,0
517,507,0
519,509,0
518,498,0
513,509,0
518,497,0
512,497,0
515,505,0
518,498,0
518,506,0
511,509,0
513,504,0
516,508,0
518,506,0
515,496,0
516,509,0
516,508,0
517,506,0
515,495,0
519,504,0
512,508,0
513,502,0
515,508,0
521,503,0
515,496,0
519,505,0
519,503,0
524,498,0
513,502,0
517,496,0
514,510,0
517,501,0
515,500,0
515,505,0
509,505,0
518,497,0
517,505,0
524,506,0
520,511,0
516,506,0
508,499,0
513,503,0
517,509,0
515,508,0
518,504,0
519,499,0
519,498,0
516,496,0
514,507,0
514,506,0
516,502,0
510,507,0
512,504,0
510,508,0
515,507,0
518,503,0
517,505,0
513,495,0
516,494,0
521,495,0
517,503,0
512,506,0
517,503,0
519,511,0
519,507,0
513,505,0
515,499,0
518,522,0
517,502,0
518,510,0
522,498,0
518,510,0
513,504,0
516,500,0
515,503,0
515,508,0
517,506,0
518,498,0
511,505,0
519,503,0
511,510,0
